responseid,gender,age,location,set,block,consent,domain,counts,obj1,obj2,obj3,obj4,obj5,obj1_text,obj2_text,obj3_text,obj4_text,obj5_text,choice,expdur,intdur,feedback
31,2,30,8,2,122,1,26,3,1,2,5,,,$200 credited to your bank account immediately,$245 credited to your bank account in six months,$465 credited to your bank account in four years,,,1,12841,8.4167,
31,2,30,8,3,122,1,20,2,4,1,,,,Nigeria,Indonesia,,,,2,8221,8.4167,
31,2,30,8,4,122,1,21,2,5,3,,,,Australia,China,,,,2,7359,8.4167,
31,2,30,8,5,122,1,7,2,2,3,,,,Purple,Pink,,,,1,12201,8.4167,
31,2,30,8,6,122,1,32,3,4,2,5,,,10,35,10,,,3,45337,8.4167,
31,2,30,8,7,122,1,16,3,4,1,2,,,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,2,25250,8.4167,
31,2,30,8,8,122,1,1,4,3,5,1,4,,Morgan Freeman,Christian Bale,Tom Hanks,Leonardo DiCaprio,,3,6469,8.4167,
31,2,30,8,9,122,1,12,3,4,1,3,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,2,7929,8.4167,
31,2,30,8,10,122,1,13,2,5,3,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,,,,1,5484,8.4167,
31,2,30,8,11,122,1,27,3,5,4,2,,,"8GB data per month, $58 per month","6GB data per month, $54 per month","2GB data per month, $45 per month",,,3,15712,8.4167,
31,2,30,8,12,122,1,22,2,2,3,,,,$13.00,$15.00,,,,1,17398,8.4167,
31,2,30,8,13,122,1,31,4,4,2,1,5,,12.35,9.99,18.71,13.46,,2,12362,8.4167,
31,2,30,8,14,122,1,17,4,1,2,4,3,,"Warsaw, Poland","London, United Kingdom","Paris, France","Vancouver, Canada",,1,11448,8.4167,
31,2,30,8,15,122,1,18,2,1,4,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,,,,1,8130,8.4167,
31,2,30,8,16,122,1,28,3,4,5,3,,,"4.4/5 stars, $358 per night","4.8/5 stars, $406 per night","4.2/5 stars, $311 per night",,,3,8240,8.4167,
31,2,30,8,17,122,1,30,2,2,3,,,,Insignia,Sony,,,,1,13333,8.4167,
31,2,30,8,18,122,1,19,3,2,5,1,,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,,2,7406,8.4167,
31,2,30,8,19,122,1,4,3,2,1,4,,,Scarlett Johansson and Brad Pitt,Tom Hanks and Scarlett Johansson,Scarlett Johansson and Angelina Jolie,,,3,14027,8.4167,
31,2,30,8,20,122,1,2,4,3,1,2,5,,Kathy Bates,Meryl Streep,Jody Foster,Julianne Moore,,2,5084,8.4167,
31,2,30,8,21,122,1,24,4,2,4,3,5,,22,7,19,22,,3,16394,8.4167,
31,2,30,8,22,122,1,3,2,3,1,,,,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",,,,2,13516,8.4167,
31,2,30,8,23,122,1,8,3,2,4,3,,,Black and purple,Blue and red,Black and blue,,,2,5747,8.4167,
31,2,30,8,24,122,1,23,3,3,2,1,,,70,80,60,,,2,19300,8.4167,
31,2,30,8,25,122,1,10,2,2,4,,,,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",Country Music,,,,2,7093,8.4167,
31,2,30,8,26,122,1,11,3,1,3,5,,,The Beatles,Michael Jackson,Elton John,,,1,5303,8.4167,
31,2,30,8,27,122,1,14,2,4,2,,,,Which man do you wonder when to meet?,This is a book which reading would be fun.,,,,2,14320,8.4167,
31,2,30,8,28,122,1,29,2,4,3,,,,1:30,2:15,,,,2,17555,8.4167,
31,2,30,8,29,122,1,15,4,1,4,3,5,,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,2,9677,8.4167,
31,2,30,8,30,122,1,9,3,1,5,3,,,Scotland becomes an independent country,Either Scotland or Quebec become independent countries,Catalonia becomes an independent country,,,2,11205,8.4167,
31,2,30,8,31,122,1,6,2,5,2,,,,Pineapple,Orange,,,,1,5187,8.4167,
31,2,30,8,32,122,1,25,2,3,2,,,,3:15,3:24,,,,2,106061,8.4167,
32,1,43,10,1,526,1,29,3,4,5,2,,,1:30,2:45,3:15,,,2,14750,4.65,
32,1,43,10,2,526,1,15,2,1,5,,,,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,,,2,8594,4.65,
32,1,43,10,3,526,1,10,3,3,4,2,,,"Classic Hits (Rock and pop, roughly 1964-1989)",Country Music,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",,,1,10859,4.65,
32,1,43,10,4,526,1,2,3,5,2,1,,,Julianne Moore,Jody Foster,Meryl Streep,,,2,8922,4.65,
32,1,43,10,5,526,1,26,4,2,4,1,5,,$245 credited to your bank account in six months,$315 credited to your bank account in two years,$200 credited to your bank account immediately,$465 credited to your bank account in four years,,3,22563,4.65,
32,1,43,10,6,526,1,3,2,1,2,,,,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.",,,,2,5984,4.65,
32,1,43,10,7,526,1,4,2,2,3,,,,Scarlett Johansson and Brad Pitt,Tom Hanks and Brad Pitt,,,,2,11422,4.65,
32,1,43,10,8,526,1,9,3,2,3,1,,,Either Catalonia or Quebec become independent countries,Catalonia becomes an independent country,Scotland becomes an independent country,,,3,7219,4.65,
32,1,43,10,9,526,1,7,4,2,4,1,3,,Purple,Blue,Red,Pink,,2,8406,4.65,
32,1,43,10,10,526,1,24,3,3,4,1,,,19,7,34,,,2,4344,4.65,
32,1,43,10,11,526,1,16,4,3,5,1,4,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, with a small number of medical exceptions",,3,3390,4.65,
32,1,43,10,12,526,1,17,4,1,2,3,4,,"Warsaw, Poland","London, United Kingdom","Vancouver, Canada","Paris, France",,1,13391,4.65,
32,1,43,10,13,526,1,20,2,5,1,,,,Bangladesh,Indonesia,,,,1,8141,4.65,
32,1,43,10,14,526,1,19,2,1,3,,,,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,,2,11203,4.65,
32,1,43,10,15,526,1,6,4,5,3,4,1,,Pineapple,Apple,Grapefruit,Mango,,1,8312,4.65,
32,1,43,10,16,526,1,25,4,1,4,5,3,,4:00,3:06,2:30,3:15,,3,7235,4.65,
32,1,43,10,17,526,1,12,2,1,3,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,,1,11437,4.65,
32,1,43,10,18,526,1,13,3,3,5,1,,,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,,,3,7719,4.65,
32,1,43,10,19,526,1,18,3,3,1,4,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,,,2,7411,4.65,
32,1,43,10,20,526,1,11,3,4,5,2,,,Madonna,Elton John,Elvis Presley,,,1,7484,4.65,
32,1,43,10,21,526,1,28,3,5,2,1,,,"4.8/5 stars, $406 per night","3.9/5 stars, $263 per night","3.6/5 stars, $215 per night",,,2,7547,4.65,
32,1,43,10,22,526,1,31,2,3,1,,,,13.72,18.71,,,,2,3703,4.65,
32,1,43,10,23,526,1,14,3,1,5,2,,,Who did Bill buy the car to please?,With which pen do you wonder what to write?,This is a book which reading would be fun.,,,2,3797,4.65,
32,1,43,10,24,526,1,1,2,3,5,,,,Morgan Freeman,Christian Bale,,,,1,5063,4.65,
32,1,43,10,25,526,1,8,3,1,4,3,,,Black and red,Blue and red,Black and blue,,,3,9172,4.65,
32,1,43,10,26,526,1,32,4,1,3,2,4,,90,35,35,10,,3,3750,4.65,
32,1,43,10,27,526,1,21,2,1,2,,,,Canada,United States of America,,,,1,11516,4.65,
32,1,43,10,28,526,1,23,3,5,2,3,,,75,80,70,,,2,3719,4.65,
32,1,43,10,29,526,1,30,2,4,3,,,,Samsung,Sony,,,,1,5359,4.65,
32,1,43,10,30,526,1,5,3,4,2,5,,,"Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Mushrooms, green pepper, mozzarella, tomato sauce",,,1,9812,4.65,
32,1,43,10,31,526,1,27,2,1,4,,,,"1GB data per month, $35 per month","6GB data per month, $54 per month",,,,2,5766,4.65,
32,1,43,10,32,526,1,22,3,4,5,2,,,$14.00,$15.00,$13.00,,,2,5984,4.65,
33,1,43,10,1,257,1,19,4,3,5,1,4,,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,,2,9237,7.3667,
33,1,43,10,2,257,1,20,3,3,1,4,,,Pakistan,Indonesia,Nigeria,,,1,7406,7.3667,
33,1,43,10,3,257,1,15,5,5,3,4,2,1,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,1,10841,7.3667,
33,1,43,10,4,257,1,16,2,3,5,,,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, without exception",,,,1,17422,7.3667,
33,1,43,10,5,257,1,8,2,4,2,,,,Blue and red,Black and purple,,,,1,9422,7.3667,
33,1,43,10,6,257,1,14,4,5,2,1,3,,With which pen do you wonder what to write?,This is a book which reading would be fun.,Who did Bill buy the car to please?,Where did Bill buy the car to drive?,,4,17422,7.3667,
33,1,43,10,7,257,1,11,2,4,3,,,,Madonna,Michael Jackson,,,,1,7438,7.3667,
33,1,43,10,8,257,1,7,3,4,3,2,,,Blue,Pink,Purple,,,1,6141,7.3667,
33,1,43,10,9,257,1,22,2,3,2,,,,$15.00,$13.00,,,,2,15703,7.3667,
33,1,43,10,10,257,1,32,2,4,1,,,,10,90,,,,1,15156,7.3667,
33,1,43,10,11,257,1,6,3,3,1,4,,,Apple,Mango,Grapefruit,,,1,6156,7.3667,
33,1,43,10,12,257,1,23,2,2,5,,,,80,75,,,,1,15813,7.3667,
33,1,43,10,13,257,1,29,3,2,4,5,,,3:15,1:30,2:45,,,1,32750,7.3667,
33,1,43,10,14,257,1,17,3,4,3,1,,,"Paris, France","Vancouver, Canada","Warsaw, Poland",,,3,7937,7.3667,
33,1,43,10,15,257,1,27,2,4,3,,,,"6GB data per month, $54 per month","4 GB data per month, $49 per month",,,,2,9031,7.3667,
33,1,43,10,16,257,1,13,2,2,4,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,,,,1,10753,7.3667,
33,1,43,10,17,257,1,12,2,4,1,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,,,,2,6672,7.3667,
33,1,43,10,18,257,1,31,3,2,5,1,,,9.99,13.46,18.71,,,2,19594,7.3667,
33,1,43,10,19,257,1,25,4,2,5,3,4,,3:24,2:30,3:15,3:06,,1,16953,7.3667,
33,1,43,10,20,257,1,5,4,5,1,3,4,,"Mushrooms, green pepper, mozzarella, tomato sauce","Mozzarella, tomato sauce, basil","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper",,3,16703,7.3667,
33,1,43,10,21,257,1,28,4,1,2,5,3,,"3.6/5 stars, $215 per night","3.9/5 stars, $263 per night","4.8/5 stars, $406 per night","4.2/5 stars, $311 per night",,1,9547,7.3667,
33,1,43,10,22,257,1,9,2,3,4,,,,Catalonia becomes an independent country,Scotland and Quebec become independent countries,,,,1,10922,7.3667,
33,1,43,10,23,257,1,4,3,5,1,2,,,Tom Hanks and Angelina Jolie,Tom Hanks and Scarlett Johansson,Scarlett Johansson and Brad Pitt,,,3,10078,7.3667,
33,1,43,10,24,257,1,1,2,2,3,,,,Kevin Spacey,Morgan Freeman,,,,1,7859,7.3667,
33,1,43,10,25,257,1,2,3,4,2,1,,,Amy Adams,Jody Foster,Meryl Streep,,,2,7313,7.3667,
33,1,43,10,26,257,1,3,2,1,4,,,,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,,,,1,16547,7.3667,
33,1,43,10,27,257,1,21,2,4,2,,,,Brazil,United States of America,,,,2,10156,7.3667,
33,1,43,10,28,257,1,10,3,3,2,4,,,"Classic Hits (Rock and pop, roughly 1964-1989)","Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",Country Music,,,1,16938,7.3667,
33,1,43,10,29,257,1,30,3,2,1,5,,,Insignia,Sharp,Toshiba,,,3,24359,7.3667,
33,1,43,10,30,257,1,26,2,5,1,,,,$465 credited to your bank account in four years,$200 credited to your bank account immediately,,,,2,12531,7.3667,
33,1,43,10,31,257,1,24,3,3,5,2,,,19,22,22,,,3,21734,7.3667,
33,1,43,10,32,257,1,18,2,2,1,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,,,2,15407,7.3667,
34,2,58,8,1,420,1,25,3,3,1,2,,,3:15,4:00,3:24,,,2,27219,14,
34,2,58,8,2,420,1,15,2,2,4,,,,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,,,1,13998,14,
34,2,58,8,3,420,1,12,3,4,1,2,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,,,2,9657,14,
34,2,58,8,4,420,1,13,2,1,2,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,,1,12218,14,
34,2,58,8,5,420,1,16,4,5,3,4,1,,"Possession and sales would be criminal offenses, without exception",Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,2,61407,14,
34,2,58,8,6,420,1,30,3,3,4,1,,,Sony,Samsung,Sharp,,,2,134687,14,
34,2,58,8,7,420,1,23,2,3,1,,,,70,60,,,,1,61391,14,
34,2,58,8,8,420,1,27,4,4,5,3,2,,"6GB data per month, $54 per month","8GB data per month, $58 per month","4 GB data per month, $49 per month","2GB data per month, $45 per month",,1,117599,14,
34,2,58,8,9,420,1,21,3,3,5,4,,,China,Australia,Brazil,,,1,12609,14,
34,2,58,8,10,420,1,28,5,5,4,2,3,1,"4.8/5 stars, $406 per night","4.4/5 stars, $358 per night","3.9/5 stars, $263 per night","4.2/5 stars, $311 per night","3.6/5 stars, $215 per night",4,20141,14,
34,2,58,8,11,420,1,4,2,5,4,,,,Tom Hanks and Angelina Jolie,Scarlett Johansson and Angelina Jolie,,,,1,10860,14,
34,2,58,8,12,420,1,11,2,3,4,,,,Michael Jackson,Madonna,,,,1,8344,14,
34,2,58,8,13,420,1,32,3,4,3,1,,,10,35,90,,,3,39641,14,
34,2,58,8,14,420,1,8,3,5,2,3,,,Blue and purple,Black and purple,Black and blue,,,3,8250,14,
34,2,58,8,15,420,1,3,5,5,2,4,1,3,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",4,57839,14,
34,2,58,8,16,420,1,22,3,5,1,3,,,$15.00,$9.00,$15.00,,,3,19078,14,
34,2,58,8,17,420,1,18,4,4,3,1,5,,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,,3,10333,14,
34,2,58,8,18,420,1,26,3,1,2,3,,,$200 credited to your bank account immediately,$245 credited to your bank account in six months,$255 credited to your bank account in one year,,,1,9672,14,
34,2,58,8,19,420,1,19,4,2,4,3,1,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,1,6662,14,
34,2,58,8,20,420,1,5,2,2,1,,,,"Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Mozzarella, tomato sauce, basil",,,,2,6610,14,
34,2,58,8,21,420,1,9,3,5,4,3,,,Either Scotland or Quebec become independent countries,Scotland and Quebec become independent countries,Catalonia becomes an independent country,,,2,24531,14,
34,2,58,8,22,420,1,29,2,4,3,,,,1:30,2:15,,,,2,25219,14,
34,2,58,8,23,420,1,31,3,4,2,1,,,12.35,9.99,18.71,,,2,25062,14,
34,2,58,8,24,420,1,17,3,3,1,4,,,"Vancouver, Canada","Warsaw, Poland","Paris, France",,,1,21015,14,
34,2,58,8,25,420,1,2,2,3,4,,,,Kathy Bates,Amy Adams,,,,1,7375,14,
34,2,58,8,26,420,1,20,3,2,3,5,,,Brazil,Pakistan,Bangladesh,,,3,7609,14,
34,2,58,8,27,420,1,7,3,5,4,1,,,Green,Blue,Red,,,2,5938,14,
34,2,58,8,28,420,1,10,2,3,4,,,,"Classic Hits (Rock and pop, roughly 1964-1989)",Country Music,,,,1,5422,14,
34,2,58,8,29,420,1,24,3,1,3,4,,,34,19,7,,,2,13437,14,
34,2,58,8,30,420,1,6,3,2,3,5,,,Orange,Apple,Pineapple,,,1,5797,14,
34,2,58,8,31,420,1,14,5,1,3,2,4,5,Who did Bill buy the car to please?,Where did Bill buy the car to drive?,This is a book which reading would be fun.,Which man do you wonder when to meet?,With which pen do you wonder what to write?,1,22757,14,
34,2,58,8,32,420,1,1,3,5,2,4,,,Christian Bale,Kevin Spacey,Leonardo DiCaprio,,,3,9578,14,
35,1,68,4,1,837,1,7,2,5,2,,,,Green,Purple,,,,1,7641,14.8833,very interesting
35,1,68,4,2,837,1,24,4,5,4,1,2,,22,7,34,22,,2,43281,14.8833,very interesting
35,1,68,4,3,837,1,15,3,3,2,5,,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,,1,27009,14.8833,very interesting
35,1,68,4,4,837,1,8,3,5,2,3,,,Blue and purple,Black and purple,Black and blue,,,1,12860,14.8833,very interesting
35,1,68,4,5,837,1,21,2,5,2,,,,Australia,United States of America,,,,1,14203,14.8833,very interesting
35,1,68,4,6,837,1,14,4,2,3,5,1,,This is a book which reading would be fun.,Where did Bill buy the car to drive?,With which pen do you wonder what to write?,Who did Bill buy the car to please?,,1,61947,14.8833,very interesting
35,1,68,4,7,837,1,11,3,4,1,2,,,Madonna,The Beatles,Elvis Presley,,,3,7578,14.8833,very interesting
35,1,68,4,8,837,1,3,2,5,1,,,,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",,,,2,27766,14.8833,very interesting
35,1,68,4,9,837,1,12,3,5,2,3,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,1,19182,14.8833,very interesting
35,1,68,4,10,837,1,4,3,4,1,2,,,Scarlett Johansson and Angelina Jolie,Tom Hanks and Scarlett Johansson,Scarlett Johansson and Brad Pitt,,,2,14516,14.8833,very interesting
35,1,68,4,11,837,1,17,4,3,1,5,4,,"Vancouver, Canada","Warsaw, Poland","Seattle, United States","Paris, France",,3,22188,14.8833,very interesting
35,1,68,4,12,837,1,5,2,5,1,,,,"Mushrooms, green pepper, mozzarella, tomato sauce","Mozzarella, tomato sauce, basil",,,,1,11375,14.8833,very interesting
35,1,68,4,13,837,1,19,2,5,1,,,,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,,,1,13563,14.8833,very interesting
35,1,68,4,14,837,1,28,3,5,3,2,,,"4.8/5 stars, $406 per night","4.2/5 stars, $311 per night","3.9/5 stars, $263 per night",,,3,30484,14.8833,very interesting
35,1,68,4,15,837,1,23,3,3,2,4,,,70,80,55,,,1,45500,14.8833,very interesting
35,1,68,4,16,837,1,2,3,5,2,3,,,Julianne Moore,Jody Foster,Kathy Bates,,,3,21578,14.8833,very interesting
35,1,68,4,17,837,1,10,2,4,1,,,,Country Music,News,,,,1,12266,14.8833,very interesting
35,1,68,4,18,837,1,32,3,3,2,1,,,35,35,90,,,1,35078,14.8833,very interesting
35,1,68,4,19,837,1,25,3,5,4,2,,,2:30,3:06,3:24,,,1,54281,14.8833,very interesting
35,1,68,4,20,837,1,6,3,4,3,1,,,Grapefruit,Apple,Mango,,,3,15610,14.8833,very interesting
35,1,68,4,21,837,1,1,3,1,3,5,,,Tom Hanks,Morgan Freeman,Christian Bale,,,2,15531,14.8833,very interesting
35,1,68,4,22,837,1,9,4,5,2,1,4,,Either Scotland or Quebec become independent countries,Either Catalonia or Quebec become independent countries,Scotland becomes an independent country,Scotland and Quebec become independent countries,,3,22812,14.8833,very interesting
35,1,68,4,23,837,1,30,4,4,1,5,2,,Samsung,Sharp,Toshiba,Insignia,,1,55204,14.8833,very interesting
35,1,68,4,24,837,1,16,3,2,1,3,,,"Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",Possession would be illegal but not criminal; all sales would be a criminal offense,,,3,47937,14.8833,very interesting
35,1,68,4,25,837,1,22,4,1,2,5,4,,$9.00,$13.00,$15.00,$14.00,,3,28922,14.8833,very interesting
35,1,68,4,26,837,1,29,3,2,4,5,,,3:15,1:30,2:45,,,3,29125,14.8833,very interesting
35,1,68,4,27,837,1,31,3,2,1,3,,,9.99,18.71,13.72,,,3,27188,14.8833,very interesting
35,1,68,4,28,837,1,27,2,3,4,,,,"4 GB data per month, $49 per month","6GB data per month, $54 per month",,,,1,31687,14.8833,very interesting
35,1,68,4,29,837,1,13,3,1,2,5,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,,,2,20240,14.8833,very interesting
35,1,68,4,30,837,1,20,4,5,2,3,4,,Bangladesh,Brazil,Pakistan,Nigeria,,1,11593,14.8833,very interesting
35,1,68,4,31,837,1,26,2,1,3,,,,$200 credited to your bank account immediately,$255 credited to your bank account in one year,,,,2,22360,14.8833,very interesting
35,1,68,4,32,837,1,18,3,3,1,2,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,,2,29334,14.8833,very interesting
36,1,45,1,1,595,1,28,5,4,3,2,1,5,"4.4/5 stars, $358 per night","4.2/5 stars, $311 per night","3.9/5 stars, $263 per night","3.6/5 stars, $215 per night","4.8/5 stars, $406 per night",4,12875,5.5667,
36,1,45,1,2,595,1,19,2,4,3,,,,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,,2,11541,5.5667,
36,1,45,1,3,595,1,26,4,3,1,4,2,,$255 credited to your bank account in one year,$200 credited to your bank account immediately,$315 credited to your bank account in two years,$245 credited to your bank account in six months,,2,10500,5.5667,
36,1,45,1,4,595,1,18,4,5,2,4,1,,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,1,10022,5.5667,
36,1,45,1,5,595,1,21,3,1,3,4,,,Canada,China,Brazil,,,1,7391,5.5667,
36,1,45,1,6,595,1,15,2,5,4,,,,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,,,1,7322,5.5667,
36,1,45,1,7,595,1,27,2,2,3,,,,"2GB data per month, $45 per month","4 GB data per month, $49 per month",,,,2,12937,5.5667,
36,1,45,1,8,595,1,1,2,2,3,,,,Kevin Spacey,Morgan Freeman,,,,2,6313,5.5667,
36,1,45,1,9,595,1,3,2,3,4,,,,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,,,,1,9531,5.5667,
36,1,45,1,10,595,1,10,3,2,1,5,,,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",News,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",,,2,6828,5.5667,
36,1,45,1,11,595,1,22,2,4,3,,,,$14.00,$15.00,,,,1,10625,5.5667,
36,1,45,1,12,595,1,12,2,1,3,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,,1,5859,5.5667,
36,1,45,1,13,595,1,31,5,5,4,2,1,3,13.46,12.35,9.99,18.71,13.72,3,11203,5.5667,
36,1,45,1,14,595,1,29,2,3,4,,,,2:15,1:30,,,,2,12172,5.5667,
36,1,45,1,15,595,1,6,2,3,2,,,,Apple,Orange,,,,1,5156,5.5667,
