responseid,gender,age,location,set,block,consent,domain,counts,obj1,obj2,obj3,obj4,obj5,obj1_text,obj2_text,obj3_text,obj4_text,obj5_text,choice,expdur,intdur,feedback
11,1,26,8,13,893,1,31,3,2,1,3,,,9.99,18.71,13.72,,,2,14344,6.3667,
11,1,26,8,14,893,1,2,3,4,3,5,,,Amy Adams,Kathy Bates,Julianne Moore,,,2,7219,6.3667,
11,1,26,8,15,893,1,10,3,3,4,1,,,"Classic Hits (Rock and pop, roughly 1964-1989)",Country Music,News,,,1,5703,6.3667,
11,1,26,8,16,893,1,28,3,4,2,3,,,"4.4/5 stars, $358 per night","3.9/5 stars, $263 per night","4.2/5 stars, $311 per night",,,1,9875,6.3667,
11,1,26,8,17,893,1,32,2,3,2,,,,35,35,,,,1,4359,6.3667,
11,1,26,8,18,893,1,8,4,1,2,3,4,,Black and red,Black and purple,Black and blue,Blue and red,,1,6110,6.3667,
11,1,26,8,19,893,1,12,2,5,4,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,,,,2,10181,6.3667,
11,1,26,8,20,893,1,30,2,2,4,,,,Insignia,Samsung,,,,2,3359,6.3667,
11,1,26,8,21,893,1,14,4,5,4,1,3,,With which pen do you wonder what to write?,Which man do you wonder when to meet?,Who did Bill buy the car to please?,Where did Bill buy the car to drive?,,1,16922,6.3667,
11,1,26,8,22,893,1,27,4,5,3,4,2,,"8GB data per month, $58 per month","4 GB data per month, $49 per month","6GB data per month, $54 per month","2GB data per month, $45 per month",,1,6766,6.3667,
11,1,26,8,23,893,1,11,4,1,2,5,3,,The Beatles,Elvis Presley,Elton John,Michael Jackson,,4,18687,6.3667,
11,1,26,8,24,893,1,5,3,1,5,2,,,"Mozzarella, tomato sauce, basil","Mushrooms, green pepper, mozzarella, tomato sauce","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce",,,3,8578,6.3667,
11,1,26,8,25,893,1,7,4,2,3,1,4,,Purple,Pink,Red,Blue,,4,4766,6.3667,
11,1,26,8,26,893,1,22,4,3,1,2,4,,$15.00,$9.00,$13.00,$14.00,,4,12172,6.3667,
11,1,26,8,27,893,1,18,3,4,3,5,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,,,3,17756,6.3667,
11,1,26,8,28,893,1,26,3,1,3,2,,,$200 credited to your bank account immediately,$255 credited to your bank account in one year,$245 credited to your bank account in six months,,,3,13140,6.3667,
11,1,26,8,29,893,1,3,4,3,2,5,4,,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,,2,38188,6.3667,
11,1,26,8,30,893,1,19,4,2,5,3,4,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,,2,10416,6.3667,
11,1,26,8,31,893,1,13,2,3,2,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,,2,7203,6.3667,
11,1,26,8,32,893,1,15,3,4,5,2,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,,,2,6328,6.3667,
12,1,31,3,1,938,1,27,2,4,1,,,,"6GB data per month, $54 per month","1GB data per month, $35 per month",,,,1,6594,5.9667,no thanks
12,1,31,3,2,938,1,17,4,1,2,5,3,,"Warsaw, Poland","London, United Kingdom","Seattle, United States","Vancouver, Canada",,4,12859,5.9667,no thanks
12,1,31,3,3,938,1,9,4,4,5,1,3,,Scotland and Quebec become independent countries,Either Scotland or Quebec become independent countries,Scotland becomes an independent country,Catalonia becomes an independent country,,2,15297,5.9667,no thanks
12,1,31,3,4,938,1,31,3,5,3,2,,,13.46,13.72,9.99,,,2,16110,5.9667,no thanks
12,1,31,3,5,938,1,23,3,4,5,1,,,55,75,60,,,2,4703,5.9667,no thanks
12,1,31,3,6,938,1,26,3,1,4,3,,,$200 credited to your bank account immediately,$315 credited to your bank account in two years,$255 credited to your bank account in one year,,,1,10594,5.9667,no thanks
12,1,31,3,7,938,1,21,3,3,2,5,,,China,United States of America,Australia,,,3,11094,5.9667,no thanks
12,1,31,3,8,938,1,22,2,1,4,,,,$9.00,$14.00,,,,2,18922,5.9667,no thanks
12,1,31,3,9,938,1,6,2,4,3,,,,Grapefruit,Apple,,,,2,6297,5.9667,no thanks
12,1,31,3,10,938,1,29,2,4,2,,,,1:30,3:15,,,,1,16797,5.9667,no thanks
12,1,31,3,11,938,1,20,5,4,3,5,1,2,Nigeria,Pakistan,Bangladesh,Indonesia,Brazil,3,9281,5.9667,no thanks
12,1,31,3,12,938,1,2,3,1,2,4,,,Meryl Streep,Jody Foster,Amy Adams,,,3,8859,5.9667,no thanks
12,1,31,3,13,938,1,8,2,4,3,,,,Blue and red,Black and blue,,,,1,9110,5.9667,no thanks
12,1,31,3,14,938,1,14,4,4,2,3,5,,Which man do you wonder when to meet?,This is a book which reading would be fun.,Where did Bill buy the car to drive?,With which pen do you wonder what to write?,,2,12468,5.9667,no thanks
12,1,31,3,15,938,1,10,2,4,1,,,,Country Music,News,,,,2,11094,5.9667,no thanks
12,1,31,3,16,938,1,32,3,3,2,4,,,35,35,10,,,3,15172,5.9667,no thanks
12,1,31,3,17,938,1,30,2,4,2,,,,Samsung,Insignia,,,,1,10844,5.9667,no thanks
12,1,31,3,18,938,1,3,2,2,3,,,,"Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,,,2,20265,5.9667,no thanks
12,1,31,3,19,938,1,15,4,4,2,3,1,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,,2,16203,5.9667,no thanks
12,1,31,3,20,938,1,1,3,3,2,1,,,Morgan Freeman,Kevin Spacey,Tom Hanks,,,1,8047,5.9667,no thanks
12,1,31,3,21,938,1,18,3,3,2,4,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,,,1,10886,5.9667,no thanks
12,1,31,3,22,938,1,12,2,4,1,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,,,,1,7458,5.9667,no thanks
12,1,31,3,23,938,1,13,2,4,3,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,,,,1,5880,5.9667,no thanks
12,1,31,3,24,938,1,5,2,1,4,,,,"Mozzarella, tomato sauce, basil","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper",,,,1,10844,5.9667,no thanks
12,1,31,3,25,938,1,4,3,5,2,1,,,Tom Hanks and Angelina Jolie,Scarlett Johansson and Brad Pitt,Tom Hanks and Scarlett Johansson,,,1,8000,5.9667,no thanks
12,1,31,3,26,938,1,7,2,1,3,,,,Red,Pink,,,,1,4125,5.9667,no thanks
12,1,31,3,27,938,1,24,5,1,4,5,2,3,34,7,22,22,19,1,10719,5.9667,no thanks
12,1,31,3,28,938,1,11,2,2,4,,,,Elvis Presley,Madonna,,,,1,4266,5.9667,no thanks
12,1,31,3,29,938,1,25,2,3,1,,,,3:15,4:00,,,,2,4344,5.9667,no thanks
12,1,31,3,30,938,1,28,4,1,4,3,2,,"3.6/5 stars, $215 per night","4.4/5 stars, $358 per night","4.2/5 stars, $311 per night","3.9/5 stars, $263 per night",,1,10656,5.9667,no thanks
12,1,31,3,31,938,1,19,4,5,3,2,1,,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,4,9682,5.9667,no thanks
12,1,31,3,32,938,1,16,2,3,1,,,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,,,1,19172,5.9667,no thanks
13,1,39,8,1,903,1,2,3,5,1,2,,,Julianne Moore,Meryl Streep,Jody Foster,,,1,7959,6.2,
13,1,39,8,2,903,1,18,3,1,5,3,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,,,1,9313,6.2,
13,1,39,8,3,903,1,32,2,2,5,,,,35,10,,,,2,14757,6.2,
13,1,39,8,4,903,1,3,2,4,3,,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,,,2,19717,6.2,
13,1,39,8,5,903,1,12,3,1,2,3,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,2,12422,6.2,
13,1,39,8,6,903,1,5,5,3,4,1,5,2,"Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Mozzarella, tomato sauce, basil","Mushrooms, green pepper, mozzarella, tomato sauce","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce",3,6281,6.2,
13,1,39,8,7,903,1,27,3,4,3,5,,,"6GB data per month, $54 per month","4 GB data per month, $49 per month","8GB data per month, $58 per month",,,3,8955,6.2,
13,1,39,8,8,903,1,24,3,2,3,5,,,22,19,22,,,1,10187,6.2,
13,1,39,8,9,903,1,11,3,3,2,1,,,Michael Jackson,Elvis Presley,The Beatles,,,3,4469,6.2,
13,1,39,8,10,903,1,29,2,1,4,,,,1:30,1:30,,,,1,20076,6.2,
13,1,39,8,11,903,1,22,3,5,4,1,,,$15.00,$14.00,$9.00,,,1,13193,6.2,
13,1,39,8,12,903,1,10,3,1,5,4,,,News,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",Country Music,,,1,8438,6.2,
13,1,39,8,13,903,1,26,4,5,2,1,4,,$465 credited to your bank account in four years,$245 credited to your bank account in six months,$200 credited to your bank account immediately,$315 credited to your bank account in two years,,3,9810,6.2,
13,1,39,8,14,903,1,21,2,2,3,,,,United States of America,China,,,,2,9593,6.2,
13,1,39,8,15,903,1,16,3,4,2,1,,,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,,3,11196,6.2,
13,1,39,8,16,903,1,15,3,3,2,4,,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,,1,9150,6.2,
13,1,39,8,17,903,1,28,3,4,3,5,,,"4.4/5 stars, $358 per night","4.2/5 stars, $311 per night","4.8/5 stars, $406 per night",,,1,17654,6.2,
13,1,39,8,18,903,1,14,2,3,4,,,,Where did Bill buy the car to drive?,Which man do you wonder when to meet?,,,,1,14766,6.2,
13,1,39,8,19,903,1,25,3,2,5,3,,,3:24,2:30,3:15,,,1,15375,6.2,
13,1,39,8,20,903,1,31,2,3,1,,,,13.72,18.71,,,,1,8150,6.2,
13,1,39,8,21,903,1,20,4,5,4,1,3,,Bangladesh,Nigeria,Indonesia,Pakistan,,3,14587,6.2,
13,1,39,8,22,903,1,7,3,4,5,3,,,Blue,Green,Pink,,,1,6491,6.2,
13,1,39,8,23,903,1,30,3,5,1,4,,,Toshiba,Sharp,Samsung,,,1,9866,6.2,
13,1,39,8,24,903,1,19,2,2,4,,,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,,,,1,6750,6.2,
13,1,39,8,25,903,1,1,2,3,2,,,,Morgan Freeman,Kevin Spacey,,,,1,4078,6.2,
13,1,39,8,26,903,1,17,2,2,3,,,,"London, United Kingdom","Vancouver, Canada",,,,1,18847,6.2,
13,1,39,8,27,903,1,8,4,5,3,1,4,,Blue and purple,Black and blue,Black and red,Blue and red,,3,8807,6.2,
13,1,39,8,28,903,1,4,4,3,4,2,5,,Tom Hanks and Brad Pitt,Scarlett Johansson and Angelina Jolie,Scarlett Johansson and Brad Pitt,Tom Hanks and Angelina Jolie,,4,9239,6.2,
13,1,39,8,29,903,1,23,3,1,2,3,,,60,80,70,,,3,8966,6.2,
13,1,39,8,30,903,1,13,3,1,3,2,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,2,17665,6.2,
13,1,39,8,31,903,1,9,3,4,5,3,,,Scotland and Quebec become independent countries,Either Scotland or Quebec become independent countries,Catalonia becomes an independent country,,,3,9867,6.2,
13,1,39,8,32,903,1,6,4,3,2,4,1,,Apple,Orange,Grapefruit,Mango,,2,6968,6.2,
14,1,57,8,1,400,1,17,2,3,2,,,,"Vancouver, Canada","London, United Kingdom",,,,2,9000,6.35,
14,1,57,8,2,400,1,24,2,3,4,,,,19,7,,,,2,14031,6.35,
14,1,57,8,3,400,1,4,3,3,2,5,,,Tom Hanks and Brad Pitt,Scarlett Johansson and Brad Pitt,Tom Hanks and Angelina Jolie,,,3,12782,6.35,
14,1,57,8,4,400,1,3,2,4,3,,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,,,2,16390,6.35,
14,1,57,8,5,400,1,31,3,5,3,1,,,13.46,13.72,18.71,,,1,22891,6.35,
14,1,57,8,6,400,1,21,3,4,1,5,,,Brazil,Canada,Australia,,,2,7531,6.35,
14,1,57,8,7,400,1,30,2,3,1,,,,Sony,Sharp,,,,2,9734,6.35,
14,1,57,8,8,400,1,15,3,2,4,1,,,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,,,3,11791,6.35,
14,1,57,8,9,400,1,19,5,2,3,4,5,1,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,5,11406,6.35,
14,1,57,8,10,400,1,12,2,2,5,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,,,,1,12812,6.35,
14,1,57,8,11,400,1,32,2,1,4,,,,90,10,,,,2,17469,6.35,
14,1,57,8,12,400,1,23,2,5,2,,,,75,80,,,,1,16281,6.35,
14,1,57,8,13,400,1,20,3,5,3,1,,,Bangladesh,Pakistan,Indonesia,,,1,9781,6.35,
14,1,57,8,14,400,1,18,4,4,1,5,2,,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,2,8156,6.35,
14,1,57,8,15,400,1,1,3,1,3,5,,,Tom Hanks,Morgan Freeman,Christian Bale,,,1,6375,6.35,
14,1,57,8,16,400,1,29,2,1,4,,,,1:30,1:30,,,,2,16172,6.35,
14,1,57,8,17,400,1,28,4,2,5,3,4,,"3.9/5 stars, $263 per night","4.8/5 stars, $406 per night","4.2/5 stars, $311 per night","4.4/5 stars, $358 per night",,1,15094,6.35,
14,1,57,8,18,400,1,5,2,3,4,,,,"Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper",,,,1,11765,6.35,
14,1,57,8,19,400,1,8,3,1,4,3,,,Black and red,Blue and red,Black and blue,,,2,11360,6.35,
14,1,57,8,20,400,1,9,3,5,2,1,,,Either Scotland or Quebec become independent countries,Either Catalonia or Quebec become independent countries,Scotland becomes an independent country,,,3,13859,6.35,
14,1,57,8,21,400,1,16,3,3,1,5,,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, without exception",,,2,19641,6.35,
14,1,57,8,22,400,1,25,2,4,3,,,,3:06,3:15,,,,2,7078,6.35,
14,1,57,8,23,400,1,22,3,1,3,2,,,$9.00,$15.00,$13.00,,,1,9484,6.35,
14,1,57,8,24,400,1,10,2,3,1,,,,"Classic Hits (Rock and pop, roughly 1964-1989)",News,,,,1,6734,6.35,
14,1,57,8,25,400,1,11,2,1,5,,,,The Beatles,Elton John,,,,1,5266,6.35,
14,1,57,8,26,400,1,13,3,5,2,3,,,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,,,3,9575,6.35,
14,1,57,8,27,400,1,7,2,5,1,,,,Green,Red,,,,1,6328,6.35,
14,1,57,8,28,400,1,14,2,2,5,,,,This is a book which reading would be fun.,With which pen do you wonder what to write?,,,,1,15750,6.35,
14,1,57,8,29,400,1,2,4,4,2,1,5,,Amy Adams,Jody Foster,Meryl Streep,Julianne Moore,,2,6922,6.35,
14,1,57,8,30,400,1,6,3,5,3,1,,,Pineapple,Apple,Mango,,,2,5703,6.35,
14,1,57,8,31,400,1,26,2,4,5,,,,$315 credited to your bank account in two years,$465 credited to your bank account in four years,,,,2,10469,6.35,
14,1,57,8,32,400,1,27,3,1,5,3,,,"1GB data per month, $35 per month","8GB data per month, $58 per month","4 GB data per month, $49 per month",,,1,10672,6.35,
15,2,57,2,1,875,1,16,4,3,1,5,2,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,1,28906,5.7333,
15,2,57,2,2,875,1,31,3,1,4,3,,,18.71,12.35,13.72,,,3,17594,5.7333,
15,2,57,2,3,875,1,13,2,4,2,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,,2,11493,5.7333,
15,2,57,2,4,875,1,27,4,1,5,2,3,,"1GB data per month, $35 per month","8GB data per month, $58 per month","2GB data per month, $45 per month","4 GB data per month, $49 per month",,3,19172,5.7333,
15,2,57,2,5,875,1,26,3,4,5,1,,,$315 credited to your bank account in two years,$465 credited to your bank account in four years,$200 credited to your bank account immediately,,,3,12250,5.7333,
15,2,57,2,6,875,1,30,3,5,4,1,,,Toshiba,Samsung,Sharp,,,2,16703,5.7333,
15,2,57,2,7,875,1,18,2,5,2,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,,,1,7385,5.7333,
15,2,57,2,8,875,1,23,2,4,5,,,,55,75,,,,1,21875,5.7333,
15,2,57,2,9,875,1,15,3,5,4,1,,,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,,,1,9131,5.7333,
15,2,57,2,10,875,1,9,2,1,3,,,,Scotland becomes an independent country,Catalonia becomes an independent country,,,,2,8203,5.7333,
15,2,57,2,11,875,1,22,2,4,3,,,,$14.00,$15.00,,,,1,8906,5.7333,
15,2,57,2,12,875,1,10,3,5,3,1,,,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)","Classic Hits (Rock and pop, roughly 1964-1989)",News,,,2,9235,5.7333,
15,2,57,2,13,875,1,17,3,4,1,3,,,"Paris, France","Warsaw, Poland","Vancouver, Canada",,,3,6578,5.7333,
15,2,57,2,14,875,1,4,3,5,4,3,,,Tom Hanks and Angelina Jolie,Scarlett Johansson and Angelina Jolie,Tom Hanks and Brad Pitt,,,2,7859,5.7333,
15,2,57,2,15,875,1,28,4,2,1,3,4,,"3.9/5 stars, $263 per night","3.6/5 stars, $215 per night","4.2/5 stars, $311 per night","4.4/5 stars, $358 per night",,2,11688,5.7333,
15,2,57,2,16,875,1,11,3,3,5,2,,,Michael Jackson,Elton John,Elvis Presley,,,2,6547,5.7333,
15,2,57,2,17,875,1,25,2,4,1,,,,3:06,4:00,,,,1,11375,5.7333,
15,2,57,2,18,875,1,32,2,1,4,,,,90,10,,,,2,8891,5.7333,
15,2,57,2,19,875,1,21,3,1,3,2,,,Canada,China,United States of America,,,1,9062,5.7333,
15,2,57,2,20,875,1,20,3,5,2,4,,,Bangladesh,Brazil,Nigeria,,,1,5016,5.7333,
15,2,57,2,21,875,1,14,4,3,5,1,4,,Where did Bill buy the car to drive?,With which pen do you wonder what to write?,Who did Bill buy the car to please?,Which man do you wonder when to meet?,,1,30172,5.7333,
